424860,GD cấp 3 Cầu Vòi,"Khu Cầu Vòi, Xã Hồng Quang, Huyện Nam Trực"
424960,GD cấp 3 Nam Xá,"Thôn Thượng, Xã Điền Xá, Huyện Nam Trực"
425100,GD cấp 2 Trực Ninh,"Đường Điện Biên, Thị Trấn Cổ Lễ, Huyện Trực Ninh"
425130,BĐVHX Phương Định,"Thôn Cổ Chất, Xã Phương Định, Huyện Trực Ninh"
425160,KT cấp 2 Trực Ninh,"Đường Điện Biên, Thị Trấn Cổ Lễ, Huyện Trực Ninh"
425170,GD cấp 3 Liêm Hải,"Thôn Phúc Hưng, Xã Liêm Hải, Huyện Trực Ninh"
425171,BĐVHX Liêm Hải,"Thôn Thần Lộ, Xã Liêm Hải, Huyện Trực Ninh"
425190,GD cấp 3 Trực Tĩnh,"Xóm 9 Một, Xã Việt Hùng, Huyện Trực Ninh"
425260,BĐVHX Trực Đại,"Xóm 6, Xã Trực Đại, Huyện Trực Ninh"
425300,GD cấp 3 Trực Thái,"Xóm 5, Xã Trực Thái, Huyện Trực Ninh"
425330,BĐVHX Trực Cường,"Xóm Thái Học, Xã Trực Cường, Huyện Trực Ninh"
425390,GD cấp 3 Ninh Cường,"Thôn Lác Môn, Xã Trực Hùng, Huyện Trực Ninh"
425430,GD cấp 3 Chợ Đền,"Khu Đường 53, Xã Trực Hưng, Huyện Trực Ninh"
425470,BĐVHX Trực Nội,"Thôn Dương Thiện, Xã Trực Nội, Huyện Trực Ninh"
425490,BĐVHX Trực Thanh,"Thôn Duyên Lãng, Xã Trực Thanh, Huyện Trực Ninh"
425510,GD cấp 3 Trực Cát,"Xóm Bắc Bình, Xã Cát Thành, Huyện Trực Ninh"
425550,BĐVHX Trực Tuấn,"Thôn Văn Lãng, Xã Trực Tuấn, Huyện Trực Ninh"
425700,GD cấp 2 Ý Yên,"Khu E, Thị Trấn Lâm, Huyện Ý Yên"
425750,KT cấp 2 Ý Yên,"Khu E, Thị Trấn Lâm, Huyện Ý Yên"
425860,BĐVHX Yên Thành,"Thôn An Hộ, Xã Yên Thành, Huyện Ý Yên"
425890,GD cấp 3 Chợ Bo,"Thôn Mỹ Lộc, Xã Yên Phương, Huyện Ý Yên"
426060,GD cấp 3 Yên Bằng,"Thôn Dinh Tần, Xã Yên Bằng, Huyện Ý Yên"
426110,GD cấp 3 Cát Đằng,"Thôn Cát Đằng, Xã Yên Tiến, Huyện Ý Yên"
426180,GD cấp 3 Đống Cao,"Thôn Phạm Xá, Xã Yên Nhân, Huyện Ý Yên"
426250,GD cấp 3 Yên Cường,"Thôn Tống Xá, Xã Yên Cường, Huyện Ý Yên"
426280,GD cấp 3 Yên Thắng,"Thôn Thị Tứ, Xã Yên Thắng, Huyện Ý Yên"
426500,GD cấp 2 Nghĩa Hưng,"Khu 1, Thị Trấn Liễu Đề, Huyện Nghĩa Hưng"
426501,BĐVHX TT Liễu Đề,"Xóm Đoài, Thị Trấn Liễu Đề, Huyện Nghĩa Hưng"
426550,KT cấp 2 Nghĩa Hưng,"Khu 1, Thị Trấn Liễu Đề, Huyện Nghĩa Hưng"
426590,GD cấp 3 Hải Lạng,"Hợp tác xã Đại Thắng, Xã Nghĩa Thịnh, Huyện Nghĩa Hưng"
426680,GD cấp 3 Giáo Phòng,"Đội 1, Xã Nghĩa Hồng, Huyện Nghĩa Hưng"
426750,GD cấp 3 Giáo Lạc,"Xóm 7, Xã Nghĩa Tân, Huyện Nghĩa Hưng"
426751,BĐVHX Nghĩa Tân,"Xóm 3, Xã Nghĩa Tân, Huyện Nghĩa Hưng"
426840,GD cấp 3 Quỹ Nhất,"Thôn Phú Lâm, Xã Nghĩa Lâm, Huyện Nghĩa Hưng"
426880,GD cấp 3 Rạng Đông,"Thôn Tân Bình, Xã Nghĩa Lợi, Huyện Nghĩa Hưng"
427100,GD cấp 2 Xuân Trường,"Tổ 18, Thị trấn Xuân Trường, Huyện Xuân Trường"
427150,GD cấp 3 Lạc Quần,"Xóm 1, Xã Xuân Ninh, Huyện Xuân Trường"
427180,GD cấp 3 Xuân Tiến,"Xóm 10, Xã Xuân Tiến, Huyện Xuân Trường"
427181,BĐVHX Xuân Tiến,"Xóm 5, Xã Xuân Tiến, Huyện Xuân Trường"
427220,KT cấp 2 Xuân Trường,"Tổ 18, Thị trấn Xuân Trường, Huyện Xuân Trường"
427260,BĐVHX Xuân Trung,"Xóm 8b, Xã Xuân Trung, Huyện Xuân Trường"
427280,GD cấp 3 Xuân Bắc,"Xóm 4, Xã Xuân Bắc, Huyện Xuân Trường"
427390,GD cấp 3 Xuân Đài,"Xóm 3, Xã Xuân Đài, Huyện Xuân Trường"
427570,GD cấp 3 Hành Thiện,"Xóm 22, Xã Xuân Hồng, Huyện Xuân Trường"
