702007,Đội Giao Nhận 2,"36 Bis Ba Vì ,F.4, Q.TB",838458999
702008,Ghi Sê Bình Thạnh,235 Nơ Trang Long Q.BT,835166733
703001,Dai Ly Trinh Thai ha,610 Phan Văn Trị Q.5 TP.HCM,839239240
703002,Dai Ly AnPha,"6 Sông Đáy Q.tân Bình, TP.HCM",838489394
701001,TTDV KH (GHISE- 36 BIS BA VI),36 Bis Ba Vi F4 Quan Tan Binh,838458999
701002,DOI PHAT HANG TB,36 Bis Ba Vi F4 Quan Tan Binh,838458999
701003,"DOI PHAT SG (1,4,7)",71 Nguyễn Thái Bình Q.1,838268841
701004,TT PHAT (HCM1),36 Bis Ba Vi F4 Quan Tan Binh,838458999
701005,"DOI PHAT CL (5,6,8,11)",1336 Đường 3/2 Q.11,839698221
701006,"DOI PHAT TB (Q3,GV,TP,Q10,TB)",36 Bis Ba Vi F4 Quan Tan Binh,838458999
701007,GIAO NHAN 2 (TB),36 Bis Ba Vi F4 Quan Tan Binh,838458999
701008,"DOI PHAT BT (BT,PN)",235 Nơ Trang Long Q.BT,835166733
701009,GIAO NHAN 1 (SG),71 Nguyễn Thái Bình Q.1,838268841
